x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
0,3,0,1,2,0,1,0,1,1,8,3,145,779300,28,10882,0,126,1.615967118,5.47,9.84,5.94,0
0,3,2,2,1,0,0,0,2,2,9,4,69,109161,28,0,0,110,2.043841775,2.98,8.25,7.38,0
0,3,2,11,4,0,0,20,0,4,8,2,82,954959,28,0,5033,47,3.065849075,4.44,12.13,5.9,0
1,10,0,3,2,0,1,0,0,3,0,5,148,164277,44,24153,0,141,1.610365988,5.98,10.72,6.77,1
0,0,2,2,1,0,0,0,0,1,6,7,72,592206,41,0,0,79,1.531221037,4.38,9.42,6.11,0
3,1,0,12,2,0,1,0,0,0,6,1,91,706412,31,0,0,188,2.128671218,3.98,9.48,8.26,0
None,5,2,None,1,0,1,0,0,4,4,5,101,1184434,38,0,0,126,1.45213124,5.39,10.69,4.44,0
0,8,1,7,1,0,1,0,2,3,8,4,182,1311360,13,0,0,126,2.114820255,6.55,11.46,7.74,0
0,5,0,0,2,0,1,0,1,3,6,5,145,594147,38,22927,0,126,2.356545343,6.29,4.84,5.53,1
4,0,1,4,5,0,1,5,2,2,7,3,135,566765,41,0,0,132,1.112957304,3.33,9.57,9.78,0
0,8,1,7,3,0,0,0,3,1,6,5,113,524190,13,0,0,126,0.055104984,4.17,10.78,8.6,0
0,3,0,6,0,0,0,0,1,0,9,6,82,441224,28,0,0,126,3.320933202,4.46,7.35,7.24,0
0,0,2,8,3,0,0,0,2,2,8,6,138,336094,41,0,0,220,0.916164522,5.16,10.19,7.38,0
0,1,2,7,3,0,0,0,1,2,8,2,63,1019349,31,0,0,126,2.537375053,3.29,7.68,9.43,0
1,8,0,9,2,0,1,0,0,1,0,2,223,247514,13,0,0,31,0.262135898,5.12,8.75,7.71,0
5,1,0,8,0,0,0,0,0,1,5,0,173,483139,31,0,0,116,2.00055351,5.88,8.26,9.5,0
3,3,0,8,2,4,1,0,0,1,4,1,151,491377,28,0,0,157,1.741710612,5.24,10.26,9.85,1
0,6,0,3,2,0,1,0,0,3,3,5,97,451299,35,0,0,157,2.388163395,5.26,6.25,8.49,0
2,6,0,1,2,0,1,0,2,2,1,5,201,569910,35,0,0,31,2.213654849,4.01,7.61,7.34,0
0,3,2,0,3,0,0,0,3,2,5,5,97,372439,28,0,0,126,1.04009126,6.8,9.63,7.76,0
0,1,0,4,2,0,1,0,2,0,6,7,116,397961,31,0,0,179,2.755155491,7.13,8.76,8.65,0
0,10,0,4,2,0,1,0,2,3,6,3,151,468082,44,0,0,126,1.153381565,4.61,10.36,7.54,1
0,3,3,2,5,0,0,0,0,1,9,7,85,1122642,28,0,0,157,2.142699305,4.92,5.56,10.04,0
0,3,3,6,3,0,1,0,0,3,1,7,135,762791,28,0,0,126,0.363748462,3.49,8.43,3.53,0
0,1,2,0,5,1,0,15,0,0,0,7,129,917235,31,0,0,126,2.115729661,3.25,8.47,6.65,0
0,8,1,7,3,0,0,0,2,0,7,5,176,368031,13,0,0,126,4.857480447,5.05,11.61,4.86,0
0,1,2,6,4,0,1,0,2,4,1,6,72,408344,31,0,0,126,1.697648599,3.19,12.55,7.54,0
0,0,0,3,0,0,0,0,0,1,6,7,179,496614,41,0,0,126,2.721780152,5.13,8.34,7.63,0
5,1,2,8,1,0,0,0,3,1,8,4,60,189790,31,0,0,47,2.11048956,2.96,10.16,7.08,0
0,1,2,3,1,0,1,0,3,0,1,6,79,453335,31,0,0,132,2.101549695,5.47,11.36,7.51,0
None,2,3,None,5,4,0,0,3,3,9,4,69,768971,22,0,0,126,0.137907799,6.24,8.19,8.57,0
0,12,3,1,3,0,1,0,3,1,1,7,101,387764,19,0,0,126,3.517634889,3.98,10.77,8.24,0
0,1,0,9,2,0,1,0,3,2,8,3,154,127756,31,0,0,157,2.569073289,5.81,11.02,7.61,0
0,5,1,1,3,4,1,0,3,2,0,5,116,1363756,38,0,0,126,2.470824001,3.65,11.93,7.08,0
0,1,2,3,3,0,1,0,0,2,7,6,110,964054,31,0,0,204,-0.350354117,4.59,11.24,6.41,0
0,0,2,4,1,0,1,0,1,2,9,0,104,1202489,41,0,0,126,2.647279324,5.62,15.03,7.83,0
0,1,2,3,1,4,1,0,1,1,1,3,88,1484654,31,0,0,126,1.338920009,6.52,9.78,5.84,0
0,3,5,8,5,0,0,0,0,3,7,5,141,597179,28,0,0,94,3.727269093,5.2,9.12,6.24,0
0,3,0,6,0,0,0,0,0,2,3,6,116,801021,28,0,0,126,3.623924677,2.92,10.93,9.19,1
0,10,0,8,2,0,1,0,0,4,3,1,145,356225,44,0,5466,188,1.336455494,4.98,9.66,5.81,0
None,3,3,None,5,4,0,0,3,3,8,0,75,435123,28,0,0,116,2.180194845,4.96,12.66,5.47,0
0,7,0,10,2,0,1,0,1,4,9,5,132,371374,16,0,0,126,0.185734747,5.36,9.21,8.53,0
0,0,2,3,1,4,0,0,0,0,1,6,66,750523,41,0,0,94,2.132721318,4.78,11.8,11.75,0
0,3,0,9,2,0,1,0,3,3,4,3,75,683617,28,0,0,188,0.654420091,3.44,9.14,9.89,0
0,1,2,2,1,0,1,0,0,2,4,6,66,572137,31,0,0,47,1.712398915,5.36,5.04,4.39,0
0,1,0,1,2,0,1,0,3,2,8,1,82,572329,31,8888,0,126,2.300910887,6.09,10.61,10.1,0
1,3,3,2,5,0,0,0,0,3,1,0,104,236929,28,0,0,25,2.790901294,4.54,9.52,11.64,0
1,3,0,2,2,0,1,0,1,1,2,5,195,742192,28,0,0,63,1.696188792,4.92,11.19,9.83,0
0,11,0,9,4,0,1,20,1,2,4,1,157,757089,6,0,0,126,0.435642343,3.82,9.19,6.09,0
0,3,3,3,3,0,0,0,2,4,6,0,135,1093067,28,0,0,94,1.854653241,6.88,8.37,5.96,0
1,3,0,4,2,0,1,0,0,1,4,5,119,185266,28,0,0,157,3.088551455,6.2,8.94,9.94,0
0,8,1,7,3,0,0,35,2,2,3,1,176,489011,13,0,0,63,2.283613562,4.46,7.74,6.94,0
0,13,0,5,2,0,1,0,1,3,9,0,163,504863,50,0,0,204,2.683660978,3.59,10.32,7.37,1
1,3,0,9,2,0,1,0,0,1,4,3,204,439697,28,33317,0,188,2.12544336,4.2,10.68,5.27,1
0,0,2,5,3,0,1,0,3,2,3,7,88,210151,41,0,4913,157,1.873685717,6.34,10.26,6.36,1
0,3,2,4,3,0,1,35,0,0,9,4,69,565675,28,0,0,126,2.875263247,6.44,7.76,8.63,0
0,1,1,3,3,4,1,0,2,1,2,3,116,1130332,31,0,0,126,2.056495834,3.43,7.66,5.94,0
0,4,0,3,2,0,1,0,3,3,1,5,107,588116,47,24153,0,126,-0.17341993,3.81,11.23,7.78,1
0,1,0,3,2,0,1,0,1,2,9,4,94,254259,31,0,0,126,2.319275262,5.76,7.28,9.97,0
0,0,0,3,2,0,1,0,0,2,0,3,170,1228413,41,0,0,126,1.139795458,3.81,10.03,4.31,1
0,1,1,8,5,0,0,0,0,2,4,5,85,556436,31,0,0,138,3.211032636,3.88,11.16,5.85,0
4,10,0,5,2,0,1,0,0,3,0,1,97,604961,44,0,0,283,1.961518905,3.81,8.45,5.92,1
0,0,0,0,2,1,1,0,0,0,1,3,97,544372,41,0,0,126,4.248856681,5.12,11.1,11.14,1
0,12,0,1,2,0,1,0,2,0,7,4,79,878600,19,0,0,141,3.574370037,4.97,11.38,9.95,0
0,0,0,0,0,4,0,0,2,4,5,0,135,431353,41,0,0,126,1.716658385,4.02,12.29,9.82,1
0,6,0,0,2,0,1,0,3,4,7,1,107,111825,35,0,0,126,4.215383283,4.76,9.76,11.01,0
0,3,0,10,2,0,1,0,1,4,6,6,97,609642,28,0,0,157,3.724546775,5.32,12.66,8.03,0
0,0,0,4,2,0,1,0,2,3,9,0,107,1206843,41,0,0,126,1.920735361,6,10.69,6.3,1
0,1,1,8,5,0,0,0,2,2,8,4,116,562775,31,0,0,123,1.838357421,4.23,7.22,8.92,0
0,0,2,3,1,0,1,0,2,4,8,6,82,752066,41,0,0,57,0.608992865,3.6,12.63,9.97,0
0,3,0,2,2,0,1,0,1,3,0,6,104,704160,28,0,0,126,3.388774438,4.25,9.67,5.47,0
0,9,2,6,1,4,0,0,2,2,1,3,60,876237,25,0,0,163,1.315297245,5.72,11.08,7.15,0
3,13,0,5,2,0,1,0,1,0,6,6,104,306789,50,0,0,126,-0.378259122,5.37,10.78,9.02,0
0,3,2,6,1,4,1,0,2,0,3,0,79,412108,28,0,0,72,3.817515563,5.56,8.79,7.45,0
0,1,1,8,5,4,0,0,2,0,7,3,123,445484,31,0,0,126,1.168901787,6.28,10.26,5.36,0
0,0,2,4,3,0,0,0,3,2,5,6,110,1113757,41,0,0,157,3.174075425,5.75,6.09,7.42,1
None,3,1,None,3,0,0,0,3,2,6,2,170,101740,28,0,0,94,2.56096702,5.74,11.14,8.2,0
0,1,2,0,1,0,0,0,3,1,0,0,66,384368,31,0,0,110,0.858555026,5.92,10.5,7.58,0
3,10,0,4,2,0,1,0,2,0,4,4,110,329421,44,0,0,157,1.677965335,4.62,7.87,9.2,1
0,3,2,2,1,0,0,None,0,3,2,4,57,713003,28,0,0,94,2.776736716,4.43,9.71,7.1,0
0,0,2,5,3,0,0,0,2,2,0,2,79,542179,41,0,0,126,1.127259711,3.81,10.81,7.03,0
0,1,2,1,3,0,1,0,2,4,9,7,123,272197,31,0,0,157,1.698123853,4.86,6.62,5.35,0
0,10,0,5,2,0,1,0,1,2,6,3,110,272213,44,0,6211,141,0.879579997,5.52,9.79,9.32,1
0,3,2,2,3,0,0,0,0,4,7,7,110,1295527,28,0,0,126,2.743491214,4.82,9.36,6.43,0
1,1,0,7,0,0,0,0,1,3,4,4,135,678257,31,0,0,157,3.255429601,5.55,11.26,8.61,0
2,1,0,8,0,0,0,0,0,3,1,3,163,154155,31,0,0,126,2.208527852,3.95,12.1,7.92,1
4,1,2,0,3,0,1,0,1,4,7,5,75,1422010,31,45063,0,157,2.242889224,4.45,8.31,8.85,1
None,3,2,None,3,0,0,0,1,0,5,4,63,1261946,28,0,0,94,1.543981768,5.12,10.87,8.61,0
0,12,1,7,3,0,0,0,1,3,8,3,119,971135,19,0,0,126,0.436661208,5.66,9.43,8.63,0
None,12,1,None,3,0,1,29,2,3,3,7,107,557017,19,0,0,126,2.74979607,5.26,9.31,8.49,0
0,0,0,0,2,0,1,0,3,1,2,4,157,1722727,41,0,0,63,1.629693279,6.42,9.15,9.35,1
2,1,2,4,3,0,1,12,0,1,0,3,101,686146,31,0,0,220,3.62419617,4.38,8.87,9.94,0
0,3,3,8,5,0,0,0,2,3,0,1,101,334382,28,0,0,126,1.15190596,6.67,10.72,5.88,0
0,0,0,1,2,0,1,0,3,3,2,2,85,376341,41,0,0,126,2.741073107,3.72,11.39,8.47,0
0,0,2,3,3,0,1,0,0,3,6,7,97,350498,41,0,0,126,3.43778729,4.61,8.45,10.73,1
None,3,2,None,1,4,1,0,0,1,6,4,101,166636,28,0,0,126,1.444090522,4.39,8.43,8.82,0
0,10,0,5,2,0,1,0,1,0,1,2,104,1239192,44,0,0,104,2.318506622,5.81,11.24,9.69,1
1,4,0,5,2,0,1,0,0,4,6,1,104,324951,47,24153,0,157,2.777428119,4.88,11.39,6.2,1
4,1,0,5,2,0,1,0,0,3,5,7,145,861425,31,0,0,126,2.520648298,4.02,15.13,5.93,1
0,3,0,7,2,4,1,0,2,0,8,4,91,506101,28,0,0,126,1.809221059,4.56,13.97,8.04,1
0,3,2,2,1,0,1,0,0,4,2,7,91,107731,28,0,0,119,0.94398779,2.42,9.57,4.91,0
0,3,1,4,3,0,1,0,0,1,3,3,145,502243,28,0,0,138,3.763940183,4.82,13.61,7.06,0
0,6,0,8,2,0,1,0,1,1,9,7,91,168521,35,0,0,126,3.141118248,6.18,8.43,7.31,0
1,3,2,3,3,0,0,0,1,3,8,0,192,440765,28,0,0,138,2.874905101,5.2,10.91,8.96,0
0,3,0,3,2,0,1,0,0,4,8,4,104,497748,28,0,0,173,3.02808868,3.88,9.83,8.48,1
0,3,1,1,3,0,0,0,0,0,3,6,145,498963,28,45063,0,126,2.208924358,6.04,11.87,8.86,1
0,3,0,1,2,0,1,0,0,3,6,5,110,455333,28,0,0,132,2.080067911,5.33,8.28,8.89,0
None,3,2,None,3,0,1,0,1,2,4,2,173,445500,28,42569,0,126,1.191612912,3.88,8.58,9.12,1
0,0,0,5,2,1,1,11,3,3,2,3,141,600352,41,0,0,126,1.460418361,5.03,8.26,4.84,0
0,3,2,7,1,0,1,0,2,3,0,2,66,567654,28,0,0,126,-0.038609699,6.49,10.26,7.32,0
0,6,2,0,3,4,1,0,2,1,6,2,107,284047,35,0,0,126,-0.000208786,6.02,10.97,7.33,0
0,6,0,8,0,0,0,0,0,1,9,0,85,512479,35,0,0,110,1.218519372,5.48,8.8,8.15,0
3,0,0,4,0,0,0,0,3,1,2,7,113,579800,41,0,0,126,2.656801981,5.24,8.75,7.3,0
0,3,0,10,2,0,1,0,3,4,3,3,123,160535,28,0,0,126,2.700123925,5.3,10.64,7.48,1
0,1,1,7,3,0,1,0,0,0,3,6,154,157966,31,10446,0,141,2.009754213,5.2,9.08,5.76,0
None,6,0,None,0,2,0,0,3,0,7,6,85,407342,35,0,0,126,0.275454939,6.63,14.24,10.05,1
3,3,0,8,2,0,1,0,0,2,1,5,151,321570,28,0,0,126,1.39462829,6.49,11.68,9.28,0
None,0,0,None,2,0,1,0,1,1,3,3,226,98417,41,0,0,63,2.396501313,4.54,14.55,7.06,1
0,3,2,2,3,4,0,8,2,0,7,4,72,163278,28,0,0,157,0.9727213,5.02,10.09,8.37,0
0,3,0,1,2,0,1,0,3,0,7,3,97,273488,28,0,0,157,2.023682988,5.07,11.38,10.09,0
0,1,2,6,1,0,1,0,1,2,2,6,82,962939,31,0,0,126,2.157729121,3.91,9.1,7.91,0
4,3,0,5,2,0,1,0,3,0,2,1,113,194081,28,47199,0,126,2.514860057,3.8,5.97,7.9,1
0,1,3,7,1,0,1,0,1,0,5,2,123,377400,31,0,0,126,1.362305483,5.83,9.14,8.67,0
0,10,2,5,3,0,1,0,0,2,3,4,179,613163,44,0,0,251,3.256723015,2.26,9.36,5.61,0
0,3,2,9,4,0,1,0,3,3,9,7,66,535020,28,0,0,157,1.072609997,4.26,8.44,7.59,0
0,7,3,8,5,0,0,0,0,2,8,3,107,307666,16,0,0,119,2.035422458,3.56,11.02,3.76,0
0,0,0,3,2,0,1,0,0,2,3,6,104,416578,41,0,0,173,3.150986365,5.15,9.68,7.87,1
0,3,0,4,2,0,1,0,3,2,8,4,113,118683,28,0,0,151,0.671864833,4.87,4.88,3.81,0
4,10,3,5,5,0,0,0,1,4,2,5,154,955817,44,0,0,220,0.566104054,3.72,9.09,9.44,0
0,0,2,3,1,0,0,0,3,3,3,5,75,628051,41,0,0,110,2.646142078,5.41,9.61,9.37,0
4,10,0,4,2,0,1,0,1,0,8,2,163,978823,44,0,0,157,2.855385208,4.87,11.59,9.9,1
4,6,2,12,3,0,1,0,2,4,4,4,104,175681,35,0,0,220,1.397742838,5.96,10.67,8.64,0
0,7,2,9,4,0,1,20,2,3,3,3,82,785518,16,0,0,126,2.802682682,7.6,10.9,11.52,0
0,6,3,1,3,0,1,0,2,0,4,6,104,612300,35,0,7678,132,2.315152583,5.28,11.26,5.02,1
0,3,1,8,5,0,0,0,3,3,1,3,148,701650,28,0,4725,110,1.326140123,5.78,9.47,8.68,0
0,1,2,10,5,0,1,0,0,0,9,0,91,871296,31,0,0,126,2.36679105,5.85,8.63,4.31,0
0,0,2,5,3,0,1,0,0,1,6,2,72,102831,41,0,0,47,3.285925462,7.04,9.5,5.04,0
4,0,2,5,3,0,0,0,0,4,2,2,135,567284,41,0,0,126,1.547350093,3.75,9.57,6.52,1
0,3,1,2,3,4,0,0,0,2,2,1,116,723848,28,0,0,63,0.739797003,3.88,9.13,8.03,0
0,3,1,1,5,0,1,0,2,3,6,4,116,964054,28,0,0,119,2.237151993,4.09,7.35,8.23,0
0,1,0,10,2,0,1,0,2,3,7,4,116,611568,31,0,0,141,2.885293834,5.89,10.95,8.73,1
0,3,2,1,3,0,1,0,2,2,7,6,75,509824,28,0,0,126,1.896056616,3.66,8.51,8,0
0,2,2,7,5,0,0,0,0,4,9,1,82,230316,22,0,0,47,0.657482179,5.54,7.16,7.64,0
0,13,0,5,2,1,1,39,2,4,5,1,126,1006727,50,0,6211,141,2.013393215,6.4,9.15,7.74,1
2,10,0,4,2,0,1,16,2,3,3,2,176,1173677,44,0,6211,188,1.21238035,4.8,10.34,11.07,1
0,8,3,2,3,0,0,0,3,1,6,1,182,631495,13,0,0,75,0.556573009,6.65,11.27,6.83,0
0,1,1,1,3,0,1,0,0,2,8,0,188,504618,31,0,0,148,0.814461258,5.01,12.78,8.14,0
0,0,0,3,2,0,1,0,2,3,1,5,107,105803,41,14162,0,110,2.645319339,4.84,10.17,10.42,0
4,0,0,5,2,0,1,0,0,2,4,4,119,272197,41,0,0,141,1.865408598,4.89,12.07,4.62,1
None,1,0,None,2,0,1,0,3,2,3,4,163,331212,31,0,0,38,3.451971302,6.65,6.17,8.51,0
0,1,3,6,3,0,1,0,1,2,5,1,97,763357,31,0,0,126,3.209137049,4.31,10.04,6.83,0
3,1,1,4,3,0,0,0,1,4,2,6,154,570692,31,0,0,157,2.183338463,4.44,8.7,6.13,0
0,0,1,3,5,0,1,None,0,3,4,0,132,481078,41,0,0,141,1.957596667,5.27,7.62,6.54,0
0,3,0,7,2,0,1,0,2,4,7,6,104,287977,28,0,0,126,0.299586892,4.51,12.67,10.08,0
0,10,0,5,2,0,1,0,3,1,8,0,138,327341,44,0,0,141,3.279991016,3.89,7.31,9.98,1
0,1,2,9,5,0,1,0,2,3,3,1,119,203811,31,0,0,188,3.524383931,5.17,9.29,7.16,0
0,12,1,2,3,0,0,0,3,4,2,5,85,892828,19,0,0,126,1.883729971,5.69,13.04,7.12,0
0,6,1,8,5,0,0,0,0,0,5,1,94,518724,35,0,0,94,3.334424819,3.96,10.06,9.32,0
0,3,1,6,5,1,0,10,0,0,9,1,151,373319,28,0,0,126,0.968626561,3.38,9.92,8.19,0
0,10,2,5,3,0,0,0,2,2,8,3,113,510063,44,0,4423,126,1.114792485,4.83,11.79,8.22,0
0,3,0,3,2,0,1,0,3,3,2,4,126,520245,28,12767,0,126,1.517515951,5.05,9.55,7.72,0
1,1,1,3,5,0,0,0,2,4,8,5,113,114433,31,0,0,110,2.453176002,5.19,8.9,4.36,0
None,1,2,None,3,0,0,0,2,2,7,7,69,304244,31,0,5033,63,2.302367548,4.88,8.96,8.28,0
0,1,2,3,1,4,0,0,2,3,5,0,66,371292,31,0,0,63,0.989414249,5.02,10.41,9.85,0
1,0,0,3,2,1,1,7,0,4,8,3,107,314407,41,0,0,173,1.204558001,5.94,9.79,7.39,0
0,3,2,3,1,0,0,0,3,0,4,3,75,622849,28,0,0,94,3.12918423,4.69,11.89,9.72,0
0,0,2,5,3,0,0,0,2,0,0,3,69,392730,41,0,0,94,1.85551177,6.83,10.43,7.63,0
0,1,2,7,3,0,0,0,0,2,7,3,94,221096,31,0,0,126,3.178165488,4.94,9.52,6.81,0
0,0,2,7,4,0,1,0,0,3,1,3,116,947548,41,0,0,126,4.053452064,6.15,10.71,10.11,0
0,1,2,0,3,0,0,4,0,2,0,7,63,338218,31,0,0,31,2.630538523,3.7,10.52,7.63,0
4,3,0,1,2,0,1,0,0,1,9,3,173,96246,28,13779,0,126,3.298685452,5.27,7.91,7.74,1
0,3,1,8,3,0,0,0,0,4,2,6,154,98219,28,0,0,110,0.738644166,5.3,6.93,8.15,0
0,2,2,6,1,0,1,0,3,1,5,3,283,986416,22,0,0,126,-0.151235809,6.51,12.68,8.13,0
1,3,0,4,2,0,1,0,3,2,7,1,157,670036,28,0,0,157,3.608026791,4.1,9.8,10.85,0
0,3,1,0,3,0,1,0,2,0,5,6,119,520182,28,0,0,141,1.252388952,5.79,6.96,7.54,0
0,0,0,4,2,0,1,0,2,4,6,1,135,501238,41,0,5975,126,2.228866282,5.93,7.37,7.34,1
0,0,0,4,2,4,1,0,3,4,4,5,135,706852,41,0,6211,126,1.656720861,4.15,8.95,8.75,1
2,0,4,4,3,4,0,0,3,1,9,6,129,872917,41,0,0,141,0.987762792,5.85,12.35,9.59,0
1,3,0,9,2,0,1,0,2,3,6,6,220,477729,28,0,0,157,1.698400782,5.35,6.91,9.08,0
4,3,2,1,1,4,1,0,2,3,7,5,79,173919,28,0,0,126,1.581017751,3.85,8.89,9.75,0
0,6,0,8,0,0,0,0,3,2,5,5,129,298599,35,24153,0,138,2.446165962,4.65,8.58,8.65,1
0,3,2,10,1,4,1,0,0,2,3,6,126,706208,28,0,5400,126,1.724668425,5.35,7.52,8.06,0
0,1,2,2,1,0,0,0,1,0,0,6,63,382005,31,9133,0,110,3.980041313,5.43,11.04,11.64,0
0,7,2,2,1,0,1,0,0,1,3,3,69,788769,16,0,0,157,1.108388937,4.93,8.28,8.07,0
3,1,0,4,2,0,1,0,1,4,8,6,198,97751,31,47199,0,126,2.277977055,4.89,7.57,8.51,1
0,13,2,5,3,0,0,0,2,3,8,4,97,316465,50,0,0,88,0.591112887,5.21,12.39,8.91,0
3,3,0,8,2,0,1,0,3,3,3,6,160,504863,28,0,0,126,2.318312466,3.93,7.27,10.2,0
0,3,2,1,1,4,1,0,3,1,1,5,101,978682,28,0,0,119,3.375194233,4.91,12.75,6.85,0
2,0,4,9,5,0,0,0,2,3,6,4,220,146326,41,0,0,19,2.372044045,3.34,13.73,8.58,0
0,1,2,3,1,0,1,0,2,1,2,2,85,631234,31,0,0,69,4.013505409,5.19,10.13,7.75,0
0,1,0,7,2,0,1,0,3,2,4,7,148,165860,31,0,0,145,2.48871491,5.01,8.55,10.13,0
4,1,2,8,5,4,0,0,1,3,8,0,88,791223,31,0,0,126,4.161840223,3.78,7.26,8.29,0
1,9,0,1,3,0,1,0,3,4,8,2,88,336892,25,0,0,126,2.785383777,3.82,7.54,8.11,0
None,3,0,None,2,0,1,0,3,3,2,3,220,963096,28,0,0,126,1.031292937,6.08,7.89,9.8,0
4,1,0,12,2,0,1,0,2,2,8,5,123,1145996,31,0,0,126,0.437777613,5.08,11.96,8.21,1
0,0,0,3,2,0,1,0,3,1,2,5,192,510185,41,0,0,126,2.452411188,3.58,7.57,8.41,1
0,13,0,5,2,0,1,0,2,3,9,0,151,386652,50,0,0,141,1.909600475,6.93,11.37,7.33,1
0,12,0,10,2,0,1,0,1,1,8,7,116,521866,19,0,0,157,2.277887796,4.51,10.77,10.46,1
0,2,2,1,1,0,1,0,0,1,5,5,72,606607,22,0,0,126,2.967254567,6.02,9.9,8.09,0
1,3,0,3,2,0,1,0,0,4,3,3,188,704901,28,0,0,126,1.665264041,4.72,8.81,9.12,0
0,2,1,2,4,0,0,0,2,3,1,5,126,345478,22,0,0,63,0.182572129,4.12,7.82,9.12,0
0,3,0,7,2,0,1,0,3,0,0,6,123,360042,28,0,0,126,2.93818053,4.4,5.7,7.28,0
0,1,2,1,3,0,1,0,3,4,4,4,75,989033,31,6830,0,126,0.167279511,4.65,8.86,9,0
0,3,5,6,3,0,1,17,1,3,0,7,126,468418,28,6830,0,188,3.709232514,5.37,11.35,7.36,0
2,1,0,5,0,0,0,0,0,4,4,6,154,450762,31,0,0,204,1.037983885,5.95,10.87,8.1,1
4,1,2,12,1,0,0,0,2,2,3,6,75,607634,31,0,0,126,3.036697801,4.02,8.76,7.27,0
0,3,0,3,0,0,0,0,1,4,4,7,145,448707,28,0,0,126,1.459478989,5.15,10.52,3.63,1
0,12,4,10,3,0,1,0,2,0,9,1,179,559687,19,0,0,126,2.610798215,4.3,8.51,6.57,0
4,1,2,12,1,1,0,0,1,0,6,3,63,969665,31,0,0,63,3.458597397,4.97,10.64,7.94,0
0,3,2,2,1,0,0,0,3,1,3,0,57,534646,28,0,0,63,1.334669292,6.47,9.6,8.38,0
0,0,0,3,2,0,1,0,1,4,3,5,141,352747,41,0,0,173,0.188548711,4.16,11.34,7.57,0
0,3,2,2,3,0,0,0,0,0,5,2,85,689174,28,0,0,110,2.937154276,4.16,10.37,11.36,0
0,1,2,6,3,0,1,0,3,1,2,5,91,353124,31,0,0,110,1.982613636,6.93,11.43,9.51,0
3,0,0,4,2,0,1,0,0,3,0,0,145,650379,41,24153,0,126,3.116021691,5.51,11.48,8.68,1
5,10,0,4,2,0,1,0,3,0,9,1,145,178571,44,0,0,141,1.238457296,5.25,9.69,7.95,1
0,3,0,10,2,0,1,29,3,2,4,2,104,587406,28,0,0,126,1.830609099,6.24,10.98,9.26,0
0,3,2,9,1,0,1,0,2,0,4,5,119,418771,28,0,0,173,1.824443978,4.15,13.85,7.43,0
0,6,1,8,3,0,0,0,1,3,9,3,72,673014,35,0,0,94,1.76498554,7.61,10.93,8.01,0
0,10,1,3,1,0,0,0,1,3,8,4,88,324806,44,0,0,126,1.147877547,4.06,6.98,8.86,0
0,1,2,10,3,0,1,0,2,0,3,0,63,728790,31,0,0,101,2.029948379,5.82,9.05,6.74,0
0,1,1,0,3,0,1,31,3,3,4,6,126,711910,31,0,0,94,3.388457291,5.31,12.56,6.03,1
0,5,0,3,2,0,1,0,3,4,6,3,91,738802,38,0,0,188,2.37822599,5.29,11.39,10.55,0
0,3,3,4,5,0,0,4,3,4,7,1,126,1278034,28,0,0,126,0.97234655,5.3,8.18,8.55,0
0,1,1,6,3,4,1,0,2,3,3,7,135,1116619,31,0,0,126,3.097859724,4.67,9.08,11.13,0
5,13,0,5,2,1,1,11,1,1,6,6,113,81072,50,0,0,126,1.841028637,6.21,11.24,8.78,0
0,1,1,6,1,0,1,0,0,3,4,6,138,689865,31,0,0,126,2.263282931,4.77,7.13,7.95,0
0,1,2,2,1,0,0,0,1,2,0,4,69,420449,31,0,0,79,2.725616737,3.32,14.21,6.84,0
0,3,0,1,2,0,1,0,3,2,8,1,157,131601,28,0,0,126,1.556723661,4.09,10.17,10.04,0
3,1,2,4,3,4,0,0,3,4,9,4,104,136999,31,0,0,126,0.786752542,4.03,8.85,7.24,0
0,1,0,8,2,0,1,0,3,0,5,7,141,648610,31,0,0,126,0.396141696,4.84,9.41,8.06,0
5,5,1,5,3,0,0,0,2,0,1,6,123,739465,38,0,0,126,2.731327797,4.92,9.17,6.38,0
0,12,0,1,2,0,1,0,0,4,1,3,107,527260,19,0,0,126,3.003321211,3.91,9.04,9.27,0
0,5,3,0,5,0,0,0,0,3,5,5,126,818149,38,4621,0,101,1.1532827,4.84,5.52,5.14,0
2,4,0,5,2,0,1,0,0,3,8,4,132,589683,47,0,7587,188,2.946429947,6.13,8.37,7.94,1
0,1,0,0,2,0,1,0,2,3,3,4,148,379941,31,0,0,141,1.171357841,5.1,10.15,10.95,0
0,3,1,8,5,4,0,0,0,4,6,6,182,369065,28,0,0,113,2.583319863,2.45,9.87,8.51,0
0,1,2,8,3,0,1,0,0,3,5,7,173,853602,31,0,0,141,0.694802318,5.21,6.69,9.58,0
0,3,0,1,2,0,1,0,2,3,3,4,82,329069,28,15749,0,188,4.409732467,4.89,10.4,9.76,0
4,1,2,3,4,0,0,0,1,3,6,4,60,844215,31,0,0,63,1.283787476,5.95,10.26,6.36,0
1,0,0,3,2,0,1,0,1,3,3,1,185,632286,41,47199,0,173,1.616800576,5.5,11.17,6.8,1
0,3,0,8,0,0,0,0,2,1,8,2,126,562292,28,0,0,94,1.855347774,6.26,13.17,9.62,1
0,3,3,2,5,0,0,0,2,4,3,7,157,444875,28,0,0,141,1.461987636,5.82,11.1,10.19,0
2,1,0,4,2,0,1,0,0,1,7,0,116,1091675,31,0,0,157,3.204649525,4.83,12.85,6.7,1
